clip,reference,kanji,kana,hybrid
BASIC5000_0357,sensenfukokuniitarumadenojikiwakonoyoonajookyoodeattatoieru,sensenfukokuniitarumadenojikiwakonoyoonajookyoodeattatoieru,sensenfukokuniitarumadenojikihakonoyoonajookyoodeattatoieru,sensenfukokuniitarumadenojikiwakonoyoonajookyoodeattatoieru
BASIC5000_0358,towadakowasonootsukushisadeyuumeedearu,towadakowasonootsukushisadeyuumeedearu,towadakohasonootsukushisadeyuumeedearu,towadakowasonootsukushisadeyuumeedearu
BASIC5000_0359,suzumenonamidahodonokyuuryoodewanannoyakunimotatanai,suzumenonamidahodonokyuuryoodewanannoyakunimotatanai,suzumenonamidahodonokyuuryoodehanannoyakunimotatanai,suzumenonamidahodonokyuuryoodewanannoyakunimotatanai
BASIC5000_0360,minnaganemutteshimattanogawakatta,minnaganemutteshimattanogawakatta,minnaganemutteshimattanogawakatta,minnaganemutteshimattanogawakatta
BASIC5000_0361,tomigaattemokarewamanzokushiteenai,tomigaattemokarewamanzokushiteenai,tomigaattemokarehamanzokushiteenai,tomigaattemokarewamanzokushiteenai
BASIC5000_0362,honyakuwabogooyoriyokushirunoniyakudatsu,honyakuwabogooyoriyokushirunoniyakudatsu,honyakuhabogooyoriyokushirunoniyakudatsu,honyakuwabogooyoriyokushirunoniyakudatsu
BASIC5000_0363,buraburaaburaootteenaidetottotoshigotonimodottaradoonanosa,buraburaaburaootteenaidetottotoshigotonimodottaradoonanosa,buraburaaburaootteenaidetottotoshigotonimodottaradoonanosa,buraburaaburaootteenaidetottotoshigotonimodottaradoonanosa
BASIC5000_0364,matatakuuchinitenisuboorudainodangogakiesatta,shibatatakuuchinitenisuboorudainodangogakiesatta,matatakuuchinitenisuboorunodangogakiesatta,matatakuuchinitenisuboorudainodangogakiesatta
BASIC5000_0365,yusoochuunihakogahishagetenakamigatobidashita,yusoochuunibakogahishagetenakamigatobidashita,yusoochuunihakogahishagetenakamigatobidashita,yusoochuunibakogahishagetenakamigatobidashita
BASIC5000_0366,ryookokunoaidadewabooekimasatsugaitsushoojitemookashikunai,ryookokunoaidadewabooekimasatsugaitsushoojitemookashikunai,ryookokunoaidadehabooekimasatsugaitsushoojitemookashikunai,ryookokunoaidadewabooekimasatsugaitsushoojitemookashikunai
BASIC5000_0367,shioomawashitekudasaitokarewawatashiniitta,shioomawashitekudasaitokarewawatakushiniitta,shioomawashitekudasaitokarehawatashiniitta,shioomawashitekudasaitokarewawatakushiniitta
BASIC5000_0368,puurudeoyoideeruaidanikanojowarokkaanokagionakushita,puurudeoyoideeruaidanikanojowarokkaanokagionakushita,puurudeideeruniharokkaanoonakushita,puurudeoyoideeruaidanikanojowarokkaanokagionakushita
BASIC5000_0369,yubiotsukatteshokujiosurukotowananseekinimowatattetsuzuitekitabakaridenakufutatabihiromarukamoshirenaitoshinjiteerugakushamoiru,yubiotsukatteshokujiosurukotowananseekinimowatattetsuzuitekitabakaridenakufutatabihiromarukamoshirenaitoshinjiteerugakushamoiru,otteosurukotohanimowatatteitekitabakaridenakubimarukamoshirenaitojiteerumoiru,yubiotsukatteshokujiosurukotowananseekinimowatattetsuzuitekitabakaridenakufutatabihiromarukamoshirenaitoshinjiteerugakushamoiru
BASIC5000_0370,koohainoatoomirutosensoonoimigakareniwashimijimitokanjirareta,koohainoatoomirutosensoonoimigakareniwashimijimitokanjirareta,koohainoatoomirutosensoonoimigakarenihashimijimitokanjirareta,koohainoatoomirutosensoonoimigakareniwashimijimitokanjirareta
BASIC5000_0371,chietoyuumonowatannijijitsuoshitteerudakedewanai,chietoiumonowatannijijitsuoshitteerudakedewanai,chietoiumonohatannijijitsuoshiteerudakedehanai,chietoiumonowatannijijitsuoshitteerudakedewanai
BASIC5000_0372,beteeigapaateeinikitasaishonoonnanokodatta,beteegapaateeinikitasaishonoonnanokodatta,beteegapaateeinitanonodatta,beteegapaateeinikitasaishonoonnanokodatta
BASIC5000_0373,beddodenotabakookinzurukibishiikisokugaaru,beddodenotabakookinzurukibishiikisokugaaru,beddodenotabakoozurushiigaaru,beddodenotabakookinzurukibishiikisokugaaru
BASIC5000_0374,beniyaitadejuubundatonokotooshieraretatooribeniyaitadetsukurukotonishimasu,beniyaitadejuubundatonokotooshieraretatooribeniyaitadetsukurukotonishimasu,beniaitadejuubundatonokotooshieraretatooribeniaitadetsukurukotonishimasu,beniyaitadejuubundatonokotooshieraretatooribeniyaitadetsukurukotonishimasu
BASIC5000_0375,bebiishittaawaakanbooniutaootattenetsukaseyootoshita,bebiishittaawaakanbooniutaootattenetsukaseyootoshita,bebiishittaahaakanbooniutaootattenetsukaseyootoshita,bebiishittaawaakanbooniutaootattenetsukaseyootoshita
BASIC5000_0376,itennitomonaigogatsusannjuunichisanjuuichinichiwakyuugyooitashimasu,itennitomonaigatsukakawakyuugyooitashimasu,nitomonaihaitashimasu,itennitomonaigatsukakawakyuugyooitashimasu
BASIC5000_0377,dootokutekinahitowausootsuitaridamashitarinusundarishinai,dootokutekinahitowausootsuitaridamashitarinusundarishinai,dootokutekinahitohausootsuitaridamashitarinusundarishinai,dootokutekinahitowausootsuitaridamashitarinusundarishinai
BASIC5000_0378,beruganarutosugunisenseegahaittekita,beruganarutosugunisenseegahaittekita,beruganarutosugunisenseegahaittekita,beruganarutosugunisenseegahaittekita
BASIC5000_0379,sakubankarewahyokkoriwatashiotazunetekita,sakubankarewahyokkoriwatakushiotazunetekita,sakubankarehahyokkoriwatashiotazunetekita,sakubankarewahyokkoriwatakushiotazunetekita
BASIC5000_0380,benwashitteerukotoosubetebengoshinihanasukotonishita,benwashitteerukotoosubetebengoshinihanasukotonishita,benhatteerukotoosubetenisukotonishita,benwashitteerukotoosubetebengoshinihanasukotonishita
BASIC5000_0381,beetoobenwapianonotokoroniikisorenimukattesuwarihikihajimeru,beetoobenwapianonotokoroniikisorenimukattesuwarihikihajimeru,beetoobenhapianonotokoronikisorenikatterikimeru,beetoobenwapianonotokoroniikisorenimukattesuwarihikihajimeru
BASIC5000_0382,dorowatookiotsukurunonihitsuyoonazairyoodesu,dorowatookiotsukurunonihitsuyoonazairyoodesu,dorohatoogiotsukurunonihitsuyoonazairyoodesu,dorowatookiotsukurunonihitsuyoonazairyoodesu
BASIC5000_0383,betsunodanrakudekarewakonmaohitotsuireta,betsunodanrakudekarewakonmaohitotsuireta,betsunodanrakudekarehakonmaohitotsuireta,betsunodanrakudekarewakonmaohitotsuireta
BASIC5000_0384,nankaikuraikiminopettoniesaoataeruhitsuyoogaarimasuka,nankaikuraikiminopettoniesaoataeruhitsuyoogaarimasuka,nankaikuraikiminopettoniesaoataeruhitsuyoogaarimasuka,nankaikuraikiminopettoniesaoataeruhitsuyoogaarimasuka
BASIC5000_0385,butanokimochigayokuwakarukuippagurewanaigaueteeru,butanokimochigayokuwakarukoippagurewanaigaueteeru,butanokimochigayokuwakarukoippagurehanaigaueteeru,butanokimochigayokuwakarukoippagurewanaigaueteeru
BASIC5000_0386,kibamonaikusenihoemakuruinutowachigaunda,kibamonaikusenihoemakuruinutowachigaunda,kibamonaikusenihoemakuruinutohachigaunda,kibamonaikusenihoemakuruinutowachigaunda
BASIC5000_0387,tsukuraretamonodekonokataniyorazudekitamonowahitotsumonai,tsukuraretamonodekonokataniyorazudekitamonowahitotsumonai,tsukuraretamonodekonokataniyorazudekitamonohahitotsumonai,tsukuraretamonodekonokataniyorazudekitamonowahitotsumonai
BASIC5000_0388,chiheesennokanatanihigashizumikaketeeru,chiheesennokanatanihigashizumikaketeeru,chiheesennokanatanihigashizumikaketeeru,chiheesennokanatanihigashizumikaketeeru
BASIC5000_0389,pataasonnojikkendewaautoputtosaretabuttaigadezainsaretamoderutokanzenniicchisurukadookafumeekakudearu,pataasonnojikkendewaautoputtosaretabuttaigadezainsaretamoderutokanzenniicchisurukadookafumeekakudearu,pataasonnodehaautoputtosaretagadezainsaretamoderutonisurukadookadearu,pataasonnojikkendewaautoputtosaretabuttaigadezainsaretamoderutokanzenniicchisurukadookafumeekakudearu
BASIC5000_0390,pasokonnikuwaekeetaidenwadenoriyoogakanoodesu,pasokonnikuwaekeetaidenwadenoriyoogakanoodesu,pasokonniedenogadesu,pasokonnikuwaekeetaidenwadenoriyoogakanoodesu
BASIC5000_0391,pazurunokokonobubungashiagaranai,pazurunokokonobubungashiagaranai,pazurunokokonobubungashiagaranai,pazurunokokonobubungashiagaranai
BASIC5000_0392,pajamasugatanoburaiangagozenchuuiededokushoshiteeru,pajamasugatanoburaiyaagagozenchuukadedokushoshiteeru,pajamanoburaiyaagadeshiteeru,pajamasugatanoburaiyaagagozenchuukadedokushoshiteeru
BASIC5000_0393,pasupootogamitsukaranakattatokitotemoasetta,pasupootogamitsukaranakattatokitotemoasetta,pasupootogamitsukaranakattatokitotemoasetta,pasupootogamitsukaranakattatokitotemoasetta
BASIC5000_0394,pashifikkudooriniikuniwakonobasudeeindeshooka,pashifikkutooriniikuniwakonobasudeeindeshooka,pashifikkurinikunihakonobasudeeindeshooka,pashifikkutooriniikuniwakonobasudeeindeshooka
BASIC5000_0395,seekainorikkoohoshawakateenokachinitsuitegironsubekida,seekainorikkoohoshawakateenokachinitsuitegironsubekida,nohanonitsuitesubekida,seekainorikkoohoshawakateenokachinitsuitegironsubekida
BASIC5000_0396,pauerubeekokukokumuchookannorainichichuujikenwaokotta,pauerubeekokukokumuchookannorainichichuujikenwaokotta,pauerunohakotta,pauerubeekokukokumuchookannorainichichuujikenwaokotta
BASIC5000_0397,paipuokuwaetasonoshinshiwayuumeenahyooronkadesu,paipuokuwaetasonoshinshiwayuumeenahyooronkadesu,paipuokuwaetasonohanadesu,paipuokuwaetasonoshinshiwayuumeenahyooronkadesu
BASIC5000_0398,dekakerumaenitoireniikanakuteeino,dekakerumaenitoireniikanakuteeino,dekakerumaenitoireniikanakuteeino,dekakerumaenitoireniikanakuteeino
BASIC5000_0399,hentoosengahareteerukigasurunodesuga,hentoosengahareteerukigasurunodesuga,hentoosengahareteerukigasurunodesuga,hentoosengahareteerukigasurunodesuga
BASIC5000_0400,dasaretamonootabenakutewaikemasen,dasaretamonootabenakutewaikemasen,dasaretamonootabenakutehaikemasen,dasaretamonootabenakutewaikemasen
BASIC5000_0401,kennyooomashinniirerudakedeguaigawaruitokorooshindanshitetaishohooooshietekurerunda,kenyoomashinniirerudakedeguaigawaruitokorooshindanshitetaishohooooshietekurerunda,omashinnirerudakedegaitokorooshiteoetekurerunda,kenyoomashinniirerudakedeguaigawaruitokorooshindanshitetaishohooooshietekurerunda
BASIC5000_0402,matsushitawakyoosoogaishakarasonkeenomedemirareteemasune,matsushitawakyoosookaishakarasonkeenomedemirareteemasune,hakaranoderareteemasune,matsushitawakyoosookaishakarasonkeenomedemirareteemasune
BASIC5000_0403,watashiogozonjinoyoodesugawatashiwaanataoshirimasen,watakushiogozonjinoyoodesugawatakushiwaanataoshirimasen,watashiogozonjinoyoodesugawatashihaanataoshirimasen,watakushiogozonjinoyoodesugawatakushiwaanataoshirimasen
BASIC5000_0404,junsawaitsumonoyooniyakannojunkaichuudatta,junsawaitsumonoyooniyakannojunkaichuudatta,junsahaitsumonoyooniyakannojunkaichuudatta,junsawaitsumonoyooniyakannojunkaichuudatta
BASIC5000_0405,deteekitaitokinijiyuunideteetteeidesu,deteekitaitokinijiyuunideteetteeidesu,deteekitaitokinijiyuunideteetteeidesu,deteekitaitokinijiyuunideteetteeidesu
BASIC5000_0406,idedachiganantonakukizokuppoiyoonakigasuru,idetachiganantonakukizokuppoiyoonakigasuru,idedachiganantonakukizokuppoiyoonakigasuru,idetachiganantonakukizokuppoiyoonakigasuru
BASIC5000_0407,dedashigayokerebanakabayaritogetayoonamonoda,dedashigayokerebanakabayaritogetayoonamonoda,dedashigayokerebanakabayaritogetayoonamonoda,dedashigayokerebanakabayaritogetayoonamonoda
BASIC5000_0408,watashimopaateeinikurubekidatokarewatsukekuwaeta,watakushimopaateeinikitarubekidatokarewatsukekuwaeta,watashimopaateeinikurubekidatokarehatsukekuwaeta,watakushimopaateeinikitarubekidatokarewatsukekuwaeta
BASIC5000_0409,mokeesenokumitaterunoniwatashiwaisshuukanijookakatta,mokeesenokumitaterunoniwatakushiwashuukanijookakatta,mokeesenokumitaterunoniwatashihaisshuukanijookakatta,mokeesenokumitaterunoniwatakushiwashuukanijookakatta
BASIC5000_0410,watashiyorimohahanohoogashikennokekkaoshinpaishiteeru,watakushiyorimohahanohoogashikennokekkaoshinpaishiteeru,watashiyorimohahanohoogashikennokekkaoshinpaishiteeru,watakushiyorimohahanohoogashikennokekkaoshinpaishiteeru
BASIC5000_0411,kanibeddonokumitatekataooshietemoraemasuka,kanibeddonokumitatekataooshietemoraemasuka,kanibettonokumitatekataooshietemoraemasuka,kanibeddonokumitatekataooshietemoraemasuka
BASIC5000_0412,kugatsudekanojotoshiriattemaruichinentatsukotoninaru,gatsudekanojotoshiriattemarunentatsukotoninaru,kugatsudekanojotoshiriattemaruichinentatsukotoninaru,gatsudekanojotoshiriattemarunentatsukotoninaru
BASIC5000_0413,oaisurunowaitsugagotsugoogaiikaoshiraseetadakemasuka,oaisurunowaitsugagotsugoogaiikaoshiraseetadakemasuka,oaisurunohaitsugagotsugoogaiikaoshiraseetadakemasuka,oaisurunowaitsugagotsugoogaiikaoshiraseetadakemasuka
BASIC5000_0414,oyasumiwaattoyuumaniowatteshimatta,oyasumiwaattoiumaniowatteshimatta,oyasumihaattoiuniwatteshimatta,oyasumiwaattoiumaniowatteshimatta
BASIC5000_0415,yawarakaiuurunohoogaaraiuuruyorikookadesonodochiratomonaironseenojinkooseniyorijootoodearu,yawarakaiuurunohoogaaraiuuruyorikookadesonodochiratomonaironseenojinkooseniyorijootoodearu,yawarakaiuurunohoogaaraiuuruyorikookadesonodochiratomonaironseenojinkooseniyorijootoodearu,yawarakaiuurunohoogaaraiuuruyorikookadesonodochiratomonaironseenojinkooseniyorijootoodearu
BASIC5000_0416,nenchoonomusukotachiwaimawachichioyakaramattakudokuritsushiteeru,nenchoonomusukotachiwaimawachichioyakaramattakudokuritsushiteeru,nenchoonomusukotachihaimahachichioyakaramattakudokuritsushiteeru,nenchoonomusukotachiwaimawachichioyakaramattakudokuritsushiteeru
BASIC5000_0417,shoonoowaketsuekinofudannokyookyuuohitsuyootosuru,shoonoowaketsuekinofudannokyookyuuohitsuyootosuru,shoonoohaketsuekinofudannokyookyuuohitsuyootosuru,shoonoowaketsuekinofudannokyookyuuohitsuyootosuru
BASIC5000_0418,kaettekurumadekokodematteetekudasai,kaettekurumadekokodematteetekudasai,kaettekurumadekokodematteetekudasai,kaettekurumadekokodematteetekudasai
BASIC5000_0419,wakaretahahanokaogamadameninokotteeru,wakaretahahanokaogamadameninokotteeru,wakaretahahanokaogamadameninokotteeru,wakaretahahanokaogamadameninokotteeru
BASIC5000_0420,meeyonikakawarumondainanodekarewaokotta,meeyonikakawarumondainanodekarewaokotta,meeyonikakawarumondainanodekarehaokotta,meeyonikakawarumondainanodekarewaokotta
BASIC5000_0421,kookogakushatowamukashinominzokunoseekatsuyooshikinitsuitenoitoguchiosagashimotomeruhitotachidearu,kookogakushatowamukashinominzokunoseekatsuyooshikinitsuitenoitoguchiosagashimotomeruhitotachidearu,kookogakushatohamukashinominzokunoseekatsuyooshikunitsuitenoitoguchiosagashimotomeruhitotachidearu,kookogakushatowamukashinominzokunoseekatsuyooshikinitsuitenoitoguchiosagashimotomeruhitotachidearu
BASIC5000_0422,tezukaosamunohonoisshuukankuraikashitekuremasuka,tezukaosamunohonoshuukankuraikashitekuremasuka,tezukaosamunohonoisshuukankuraikashitekuremasuka,tezukaosamunohonoshuukankuraikashitekuremasuka
BASIC5000_0423,nanoaruhitotachiwaminnaresepushonnishussekishiteeta,nanoaruhitotachiwaminnaresepushonnishussekishiteeta,nanoarutachihaminnaresepushonnishiteeta,nanoaruhitotachiwaminnaresepushonnishussekishiteeta
BASIC5000_0424,koohoonotekiwagenjooakumadetairootatsudakenosonzai,koohoonotekiwagenjooakumadetairuotatsudakenosonzai,koohoonotekihagenjooakumadetairootatsudakenosonzai,koohoonotekiwagenjooakumadetairuotatsudakenosonzai
BASIC5000_0425,taichoookaifukushiteerebakarewakurudaroo,taichoookaifukushiteerebakarewakurudaroo,taichoookaifukushiteerebakarehakurudaroo,taichoookaifukushiteerebakarewakurudaroo
BASIC5000_0426,kuuyunookagedetabemononikisetsukanokanjinakunattatoyuuohanashidesu,kuuyunookagedetabemononikisetsukanokanjinakunattatoiuohanashidesu,nookagedebeniojinakunattatoiuodesu,kuuyunookagedetabemononikisetsukanokanjinakunattatoiuohanashidesu
BASIC5000_0427,kanainoguchiokikunowamooonzarishiteemasu,kanainoguchiokikunowamoounzarishiteemasu,kanainoguchiokikunohamoounzarishiteemasu,kanainoguchiokikunowamoounzarishiteemasu
BASIC5000_0428,yohoowasaranikoosetsugaarutotsutaeteeta,yohoowasaranikoosetsugaarutotsutaeteeta,yohoohasaranikoosetsugaarutotsutaeteeta,yohoowasaranikoosetsugaarutotsutaeteeta
BASIC5000_0429,tooyoojinwamononomikatagawarewaretowachigau,tooyooninwamononomikatagawarewaretowachigau,tooyoojinhamononomikatagawarewaretohachigau,tooyooninwamononomikatagawarewaretowachigau
BASIC5000_0430,kooreeshanokeanitsuitekangaenakerebanaranai,kooreeshanokeanitsuitekangaenakerebanaranai,nokeanitsuiteenakerebanaranai,kooreeshanokeanitsuitekangaenakerebanaranai
BASIC5000_0431,madaootobaioontenshitakotoganainarazehiichidotameshitemirutoii,madaootobaioontenshitakotoganainarazehiichidotameshitemirutoii,madaootobaioshitakotoganainarazehishitemirutoii,madaootobaioontenshitakotoganainarazehiichidotameshitemirutoii
BASIC5000_0432,machigatteanatanotegamioaketeshimattesumimasen,machigatteanatanotegamioaketeshimattesumimasen,machigatteanatanotegamioaketeshimattesumimasen,machigatteanatanotegamioaketeshimattesumimasen
BASIC5000_0433,mattakuhokanoriyuudekarenitegamiokaitanodesu,mattakuhokanoriyuudekarenitegamiokaitanodesu,mattakuhokanoriyuudekarenitegamiokaitanodesu,mattakuhokanoriyuudekarenitegamiokaitanodesu
BASIC5000_0434,meganeokakerebakiminoshiryokuwakyooseesarerudaroo,meganeokakerebakiminoshiryokuwakyooseesarerudaroo,meganeokakerebakiminoshiryokuhakyooseesarerudaroo,meganeokakerebakiminoshiryokuwakyooseesarerudaroo
BASIC5000_0435,matomonashigotonitsukanakerebaikemasenyo,matomonashigotonitsukanakerebaikemasenyo,matomonashigotonitsukanakerebaikemasenyo,matomonashigotonitsukanakerebaikemasenyo
BASIC5000_0436,benzanioshikkoshichattarachantofukunoyo,benzanioshikkoshichattarachantofukunoyo,benzainioshikkoshichattarachantofukunoyo,benzanioshikkoshichattarachantofukunoyo
BASIC5000_0437,makotonisumimasengawatashinotamenibengoshiteetadakemasenka,makotonisumimasengawatakushinotamenibengoshiteetadakemasenka,makotonisumimasenganotamenishiteetadakemasenka,makotonisumimasengawatakushinotamenibengoshiteetadakemasenka
BASIC5000_0438,masakanotokinisonaeteikurakatakuwaeteokanebanaranai,masakanotokinisonaeteekurakatakuwaeteokanebanaranai,masakanotokinisonaiteekurakatakuwaeteokanebanaranai,masakanotokinisonaeteekurakatakuwaeteokanebanaranai
BASIC5000_0439,majimenahenjiokudasarukatadakenishitekudasai,majimenahenjiokudasarukatadakenishitekudasai,majimenaokudasarudakenishitekudasai,majimenahenjiokudasarukatadakenishitekudasai
BASIC5000_0440,masumasuookunohitogasonobaitainosoohookootekinaseeshitsuoriyooshiyootoyakkininatteeru,masumasuookunohitogasonobaitainosoohookootekinaseeshitsuoriyooshiyootoyakkininatteeru,masumasukunogasonononaoshiyootoninatteeru,masumasuookunohitogasonobaitainosoohookootekinaseeshitsuoriyooshiyootoyakkininatteeru
BASIC5000_0441,mazudaiichiniryuukoowatachimachikawaru,mazudaiichiniryuukoowatachimachikawaru,mazunihatachimachiwaru,mazudaiichiniryuukoowatachimachikawaru
BASIC5000_0442,kijinonagasawasengookoetewanaranai,kijinonagasawasenokoetewanaranai,kijinonagasahasengookoetehanaranai,kijinonagasawasenokoetewanaranai
BASIC5000_0443,matachikaiuchiniomenikakarimashoo,matachikaiuchiniomenikakarimashoo,mataiuchinionikakarimashoo,matachikaiuchiniomenikakarimashoo
BASIC5000_0444,maakawaiiakachanwatashinimodakasetekuremasuka,maakawaiiakachanwatakushinimoidakasetekuremasuka,maakawaiiakachanwatashinimodakasetekuremasuka,maakawaiiakachanwatakushinimoidakasetekuremasuka
BASIC5000_0445,maasookoofunshinaideosuwarikudasai,maasookoofunshinaideosuwarikudasai,maasookoofunshinaideosuwarikudasai,maasookoofunshinaideosuwarikudasai
BASIC5000_0446,maitatanewajibundekaritoranakerebanaranai,maitatanewajibundekaritoranakerebanaranai,maitatanehajibundekaritoranakerebanaranai,maitatanewajibundekaritoranakerebanaranai
BASIC5000_0447,yosoosaretatoorikarerawaamayakasareta,yosoosaretatoorikarerawaamayakasareta,yosoosaretatoorikarerahaamayakasareta,yosoosaretatoorikarerawaamayakasareta
BASIC5000_0448,nanbokunozetsuensaretaheyaoyobiyoihiitaawasaunanotamenozettaihitsuyoodearu,nanbokunozetsuensaretaheyaoyobiyoihiitaawasaunanotamenozettaihitsuyoodearu,nanbokunozetsuensaretaheyaoyobiyoihiitaahasaunanotamenozettaishitsuyoodearu,nanbokunozetsuensaretaheyaoyobiyoihiitaawasaunanotamenozettaihitsuyoodearu
BASIC5000_0449,resshawatotemokondeetanodeuenomadetachitooshita,resshawatotemokondeetanodeuenomadetachitooshita,resshahatotemokondeetanodeuenomadetachitooshita,resshawatotemokondeetanodeuenomadetachitooshita
BASIC5000_0450,akushuosurutokiniwashisenoawasubekida,akushuosurutokiniwashisenoawasubekida,akushiosurutokinihashisenoawasubekida,akushuosurutokiniwashisenoawasubekida
BASIC5000_0451,itamigatotemohidokattanodenemurenakatta,itamigatotemohidokattanodenemurenakatta,itamigatotemohidokattanodenemurenakatta,itamigatotemohidokattanodenemurenakatta
BASIC5000_0452,kinkawaomottayoriharukanikachigaatta,kinkawaomottayoriharukanikachigaatta,kinkahaomottayoriharukanikachigaatta,kinkawaomottayoriharukanikachigaatta
BASIC5000_0453,hongaheyanoachikochinichirabatteeta,hongaheyanoachikochinichirabatteeta,hongaheyanoachikochinichirabatteeta,hongaheyanoachikochinichirabatteeta
BASIC5000_0454,toirettopeepaanokaiokigaaru,toirettopeepaanokaiokigaaru,toirettopeepaanokaiokigaaru,toirettopeepaanokaiokigaaru
BASIC5000_0455,toomorokoshiwagasshuukokunojuuyoonanoosakumotsuda,toomorokoshiwagasshuukokunojuuyoonanoosakubutsuda,toomorokoshihanonada,toomorokoshiwagasshuukokunojuuyoonanoosakubutsuda
BASIC5000_0456,gyanburuwakipparitoyamenasai,gyanburuwakipparitoyamenasai,gyanburuhakipparitoyamenasai,gyanburuwakipparitoyamenasai
BASIC5000_0457,shuugiinnoshoosuuhanogisekiwakyuusokunimushibamaretekiteemasu,shuugiinnoshoosuuhanogisekiwakyuusokunimushibamaretekiteemasu,nonohanimaretekiteemasu,shuugiinnoshoosuuhanogisekiwakyuusokunimushibamaretekiteemasu
BASIC5000_0458,hankakukatakanaointaanettojoonoironnatokorodetsukaebaitsukahinshukuokaimakurukotoninaruyo,hankakukatakanaointaanettojoonoironnatokorodetsukaebaitsukahinshuokaimakurukotoninaruyo,hankakukatakanaointaanettonoironnatokorodeebaitsukaoimakurukotoninaruyo,hankakukatakanaointaanettojoonoironnatokorodetsukaebaitsukahinshuokaimakurukotoninaruyo
BASIC5000_0459,michibataniwashiroyakiironohanagasaiteemashita,michibataniwashiroyakiironohanagasaiteemashita,michibatanihashiroyakiironohanagasaiteemashita,michibataniwashiroyakiironohanagasaiteemashita
BASIC5000_0460,honnikakareteetasubetenodaiettootameshitagamadazenzentaijuugahetteenai,honnikakareteetasubetenodaiettootameshitagamadazenzentaijuugahetteenai,honnikakareteetasubetenodaiettootameshitagamadazenzentaijuugahetteenai,honnikakareteetasubetenodaiettootameshitagamadazenzentaijuugahetteenai
BASIC5000_0461,kangofuwakanjanokaitekisanihairyoshinakutewaikenai,kangofuwakanjanokaitekisanihairyoshinakutewaikenai,kangofuhakanjanokaitekisanihairyoshinakutehaikenai,kangofuwakanjanokaitekisanihairyoshinakutewaikenai
BASIC5000_0462,honwaikurayondemoyomisugirukotowanai,honwaikurayondemoyomisugirukotowanai,honhaikurayondemoyomisugirukotohanai,honwaikurayondemoyomisugirukotowanai
BASIC5000_0463,muenregyuraaomantannishitekudasai,muenregyuraaomantannishitekudasai,muenregyuraaomantannishitekudasai,muenregyuraaomantannishitekudasai
BASIC5000_0464,kozubinogironwahetteshahonnoshinraiseenikansurumonodearu,nogironwanoshinraiseenikansurumonodearu,kozubinohaheddeshahonnonisurumonodearu,nogironwanoshinraiseenikansurumonodearu
BASIC5000_0465,shuninseebiinwatenisukootonoshikichinochoodochuuoonichiisanaieomotteeru,shuninseebiinwatenisukootonoshikichinochoodochuuoonichiisanaieomotteeru,shuninseebiinhatenisukootonoshikichinochoodochuuoonichiisanaieomotteeru,shuninseebiinwatenisukootonoshikichinochoodochuuoonichiisanaieomotteeru
BASIC5000_0466,ottonokaishaningenkaranodakkyakuohajimeatarashiifuufukankeeosaikoochikushiyutoriarukateeseekatsuokeeseesurukotogarisoodearoo,ottonokaishaningenkaranodakkyakuohajimeatarashiifuufukankeeosaikoochikushiyutoriarukateeseekatsuokeeseesurukotogarisoodearoo,nokaranoohajimeshiioshiyutoriaruosurukotogadearoo,ottonokaishaningenkaranodakkyakuohajimeatarashiifuufukankeeosaikoochikushiyutoriarukateeseekatsuokeeseesurukotogarisoodearoo
BASIC5000_0467,ottowajibunnokeekakuokaetetsumanokeekakuniawaseta,ottowajibunnokeekakuokaetetsumanokeekakuniawaseta,ottohajibunnokeekakuokaitetsumanokeekakuniawaseta,ottowajibunnokeekakuokaetetsumanokeekakuniawaseta
BASIC5000_0468,ottotonoaidaninamikazegatatsunogakowakuteaijinnosonzaiwashiranaifurioshiteemasu,ottotonoaidaninamikazegatatsunogakowakuteaijinnosonzaiwashiranaifurioshiteemasu,ottotonoaidaninamikazegatatsunogakowakuteaijinnosonzaihashiranaifurioshiteemasu,ottotonoaidaninamikazegatatsunogakowakuteaijinnosonzaiwashiranaifurioshiteemasu
BASIC5000_0469,ottonishinaretatokiwatashiwagenkiooshinaumaitosurunonitaihenkurooshimashita,ottonishinaretatokiwatakushiwagenkiooshinaumaetosurunonitaihenkurooshimashita,ottonishinaretatokiwatashihagenkiooshinaumaitosurunonitaihenkurooshimashita,ottonishinaretatokiwatakushiwagenkiooshinaumaetosurunonitaihenkurooshimashita
BASIC5000_0470,koobaibunitottejuuyoonajinzaininararerutoomoimasu,koobaibunitottejuuyoonajinzaininararerutoomoimasu,koobaibunitottejuuyoonajinzaininararerutoimasu,koobaibunitottejuuyoonajinzaininararerutoomoimasu
BASIC5000_0471,muteppoodekodomonotokikarasonbakarishiteeru,muteppoodekodomonotokikarasonbakarishiteeru,muteppoodekodomonotokikarasonbakarishiteeru,muteppoodekodomonotokikarasonbakarishiteeru
BASIC5000_0472,massuguikinasaisoosurebaekigamiemasu,massuguikinasaisoosurebaekigamiemasu,massuguikinasaisoosurebaekigamiemasu,massuguikinasaisoosurebaekigamiemasu
BASIC5000_0473,ottogashindatokikanojowajisatsushitaikibunninatta,ottogashindatokikanojowajisatsushitaikibunninatta,ottogashindatokikanojohajisatsushitaikibunninatta,ottogashindatokikanojowajisatsushitaikibunninatta
